Date,Time of crash,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Weather,Pilot Experience,DelayMinutes (in mins),Aircraft Model,Aircraft Age,Investigation Completed,Incident Severity
27-04-2009,9:52:07,Paris,Cargo Air,F8444,International,F-16 Falcon,REG54744,CN996,140,5,12,Bird strike reported.,Clear,30,15,Airbus A380,29,No,High
25-02-1990,16:06:05,Sydney,Cargo Air,F6940,International,Cessna 172,REG66685,CN531,30,81,3,Bird strike reported.,,17,45,Cessna 208,14,No,High
15-06-1977,0:06:45,Delhi,Military - U.S. Army,F9109,International,Airbus A320,REG66854,CN781,137,13,15,Mid-air collision.,Snow,37,15,Antonov An-225,2,Yes,Low
23-08-2021,3:07:48,London,Commercial - AirFly,F7911,Cargo,F-16 Falcon,REG55521,CN762,226,58,18,Mid-air collision.,Clear,26,60,Antonov An-225,22,Yes,Medium
11-11-2020,5:01:40,Tokyo,Private - AeroClub,F5788,Cargo,F-16 Falcon,REG69850,CN969,130,45,11,Bird strike reported.,Rain,18,,Boeing 737,11,No,High
29-05-1984,6:35:49,Paris,Commercial - AirFly,F7575,Training,Wright Flyer,REG75514,CN977,46,42,11,Mid-air collision.,Snow,15,10,Cessna 208,4,Yes,Critical
27-01-1998,19:31:40,London,Rescue Ops,F4312,Training,Cessna 172,REG55953,CN445,225,46,5,Engine failure mid-air.,Storm,2,0,Airbus A380,19,No,High
26-03-2020,17:11:25,Paris,Private - AeroClub,F4254,Domestic,F-16 Falcon,REG88377,CN997,208,33,4,Bird strike reported.,Snow,23,15,Airbus A380,30,No,Low
14-05-1996,19:36:05,Tokyo,Military - U.S. Army,F8250,Domestic,Wright Flyer,REG81825,CN258,141,3,15,Engine failure mid-air.,Rain,16,5,Antonov An-225,21,Yes,Medium
11-02-1971,9:15:01,Paris,Rescue Ops,F8191,Cargo,Airbus A320,REG82250,CN681,99,52,5,Mid-air collision.,Snow,26,45,Antonov An-225,24,No,High
24-08-1993,13:23:23,London,Commercial - AirFly,F9853,Training,F-16 Falcon,REG27628,CN429,127,68,18,Engine failure mid-air.,Clear,33,45,Antonov An-225,18,No,Low
10-06-1990,23:22:45,Sydney,Cargo Air,F4669,Cargo,Boeing 747,REG85269,CN956,28,58,19,Crash during takeoff.,Fog,38,15,Boeing 737,6,Yes,Critical
25-02-2020,20:03:57,Tokyo,Rescue Ops,F3422,Domestic,Boeing 747,REG18573,CN836,142,72,8,Crash during landing.,Snow,32,15,Airbus A380,13,Yes,Critical
18-10-1997,17:44:43,Tokyo,Commercial - AirFly,F4810,Cargo,Wright Flyer,REG80728,CN797,162,0,19,Crash during landing.,Storm,38,0,Boeing 737,20,Yes,Critical
18-06-1984,23:12:15,Paris,Military - U.S. Army,F3969,Domestic,Cessna 172,REG25663,CN439,46,12,12,Mid-air collision.,Fog,27,15,Antonov An-225,5,No,Medium
08-08-1978,9:22:11,Sydney,Rescue Ops,F5128,Cargo,F-16 Falcon,REG34191,CN366,206,25,7,Bird strike reported.,Clear,22,15,Boeing 737,17,No,Low
19-06-1975,17:03:43,Tokyo,Private - AeroClub,F3760,Domestic,Airbus A320,REG11648,CN104,168,49,9,Crash during landing.,Snow,37,10,Boeing 737,6,Yes,Critical
23-04-1986,17:13:22,New York,Military - U.S. Army,F7130,International,Cessna 172,REG33264,CN619,77,56,0,Mid-air collision.,Clear,35,60,Boeing 737,26,No,High
02-09-1979,11:43:11,Paris,Cargo Air,F3742,Domestic,Cessna 172,REG35317,CN717,80,78,10,Crash during takeoff.,Snow,25,60,Antonov An-225,4,Yes,High
03-02-1992,11:09:15,Delhi,Military - U.S. Army,F7623,Domestic,Boeing 747,REG17683,CN591,51,66,2,Bird strike reported.,Snow,37,30,Antonov An-225,25,Yes,High
27-09-1998,4:28:48,London,Commercial - AirFly,F7984,Cargo,Cessna 172,REG59422,CN184,252,3,15,Crash during landing.,Storm,36,15,Antonov An-225,10,No,High
12-12-1974,16:53:02,London,Private - AeroClub,F6031,International,Boeing 747,REG16285,CN647,15,6,9,Crash during takeoff.,Rain,23,30,Boeing 737,27,No,Medium
23-08-2015,11:43:44,New York,Military - U.S. Army,F2616,Cargo,Wright Flyer,REG39041,CN829,164,9,6,Crash during takeoff.,Rain,37,45,Boeing 737,2,No,Medium
08-06-1980,9:00:57,London,Commercial - AirFly,F3900,Cargo,Wright Flyer,REG58730,CN957,206,5,4,Engine failure mid-air.,Snow,16,30,Cessna 208,29,No,High
19-05-1988,20:47:58,Tokyo,Rescue Ops,F1167,Cargo,Cessna 172,REG59431,CN384,98,99,15,Bird strike reported.,Snow,1,45,Antonov An-225,2,No,Medium
02-01-1990,2:40:07,New York,Military - U.S. Army,F9004,Domestic,Wright Flyer,REG80377,CN435,86,94,8,Crash during takeoff.,Storm,35,10,Cessna 208,28,No,Low
17-09-1980,12:52:56,London,Private - AeroClub,F9158,International,Wright Flyer,REG77924,CN136,241,61,3,Crash during landing.,Rain,3,60,Antonov An-225,6,Yes,Low
09-09-1991,13:39:23,Delhi,Military - U.S. Army,F8242,Domestic,Airbus A320,REG34768,CN886,108,92,10,Crash during landing.,Snow,1,5,Cessna 208,28,No,Medium
30-05-2001,14:12:57,Sydney,Private - AeroClub,F7411,Cargo,Wright Flyer,REG48247,CN617,33,28,5,Engine failure mid-air.,Storm,29,0,Antonov An-225,3,Yes,High
16-12-2019,5:09:35,Tokyo,Private - AeroClub,F2824,Domestic,Cessna 172,REG77901,CN647,9,79,5,Bird strike reported.,Storm,3,5,Boeing 737,22,Yes,Low
14-03-2004,0:36:03,Delhi,Cargo Air,F2960,International,F-16 Falcon,REG83877,CN658,38,2,20,Crash during takeoff.,Snow,25,10,Antonov An-225,15,Yes,Critical
07-06-1992,11:40:29,Delhi,Military - U.S. Army,F8441,Training,Wright Flyer,REG28927,CN393,90,49,8,Engine failure mid-air.,Storm,2,15,Cessna 208,5,Yes,Critical
26-10-2006,22:56:34,London,Rescue Ops,F3048,Training,Wright Flyer,REG63188,CN531,214,58,14,Crash during takeoff.,Fog,30,10,Cessna 208,11,No,Medium
17-07-2017,6:15:13,Sydney,Military - U.S. Army,F4188,Training,Cessna 172,REG81854,CN983,210,47,20,Bird strike reported.,Rain,26,,Antonov An-225,4,No,High
22-12-2006,1:12:13,Tokyo,Cargo Air,F3567,Cargo,Airbus A320,REG66594,CN284,227,3,6,Crash during takeoff.,Snow,12,10,Airbus A380,21,No,Medium
09-07-1983,13:20:29,London,Military - U.S. Army,F8973,Training,Airbus A320,REG90258,CN643,19,86,3,Crash during landing.,Clear,2,0,Boeing 737,11,Yes,High
01-01-2002,6:47:09,London,Commercial - AirFly,F2081,Training,Airbus A320,REG51353,CN697,229,60,10,Engine failure mid-air.,Storm,20,0,Airbus A380,29,Yes,Medium
01-04-2007,3:34:58,Paris,Rescue Ops,F3593,Cargo,Boeing 747,REG42688,CN216,76,56,3,Crash during landing.,Rain,25,15,Antonov An-225,16,Yes,Low
03-08-2022,22:52:23,Delhi,Cargo Air,F3979,Cargo,F-16 Falcon,REG74456,CN787,291,44,10,Crash during landing.,Storm,5,5,Airbus A380,20,No,Critical
31-05-1983,3:59:50,Sydney,Military - U.S. Army,F6254,Training,F-16 Falcon,REG56492,CN717,254,2,19,Mid-air collision.,Fog,11,10,Cessna 208,7,No,Low
04-12-2013,10:57:10,New York,Military - U.S. Army,F6023,Training,Cessna 172,REG66747,CN445,21,34,14,Crash during landing.,Storm,36,0,Airbus A380,28,Yes,Low
27-02-1997,12:12:57,Delhi,Rescue Ops,F7363,Domestic,Boeing 747,REG59170,CN443,188,65,13,Crash during takeoff.,Storm,9,10,Cessna 208,18,Yes,Critical
08-04-1995,8:05:58,Delhi,Private - AeroClub,F6220,Domestic,F-16 Falcon,REG26846,CN925,55,31,2,Engine failure mid-air.,Storm,5,5,Airbus A380,25,Yes,Low
13-11-1970,23:00:47,Tokyo,Cargo Air,F2153,International,Airbus A320,REG92067,CN992,236,80,10,Crash during landing.,Snow,8,0,Airbus A380,7,Yes,Medium
24-03-1978,22:05:00,Delhi,Military - U.S. Army,F4444,Domestic,F-16 Falcon,REG60711,CN428,272,24,15,Engine failure mid-air.,Fog,39,45,Airbus A380,16,No,Low
13-09-2009,5:32:00,New York,Military - U.S. Army,F4239,Training,Wright Flyer,REG81040,CN689,97,89,3,Crash during landing.,Rain,12,60,Cessna 208,25,Yes,Medium
29-05-2005,20:53:37,Tokyo,Cargo Air,F7754,Training,Wright Flyer,REG65905,CN356,177,94,7,Mid-air collision.,Clear,17,10,Airbus A380,3,Yes,Low
24-04-2014,11:57:46,New York,Cargo Air,F8046,Domestic,Cessna 172,REG11572,CN862,46,40,18,Bird strike reported.,Snow,5,30,Cessna 208,24,No,Critical
16-02-2002,23:51:30,Tokyo,Rescue Ops,F5919,Cargo,Boeing 747,REG81554,CN862,98,29,18,Engine failure mid-air.,Clear,23,15,Antonov An-225,29,No,High
06-03-2006,14:55:57,Delhi,Rescue Ops,F3501,International,Cessna 172,REG64997,CN125,72,100,10,Crash during takeoff.,Rain,26,10,Boeing 737,14,Yes,Medium
13-03-2023,5:13:06,New York,Rescue Ops,F8737,International,Boeing 747,REG54212,CN302,12,63,12,Engine failure mid-air.,Storm,36,10,Airbus A380,7,No,Critical
31-10-2008,13:54:10,Delhi,Private - AeroClub,F6789,Domestic,F-16 Falcon,REG52373,CN822,245,77,9,Engine failure mid-air.,Rain,34,15,Airbus A380,14,No,Low
19-08-1997,20:10:21,Sydney,Commercial - AirFly,F8028,Domestic,Airbus A320,REG26964,CN642,145,43,11,Engine failure mid-air.,Storm,37,15,Boeing 737,1,No,High
31-05-2007,7:13:20,Sydney,Military - U.S. Army,F6120,Cargo,Boeing 747,REG82744,CN448,296,42,6,Engine failure mid-air.,Storm,37,5,Airbus A380,27,Yes,Critical
15-07-2020,15:56:01,Tokyo,Cargo Air,F2566,Cargo,Wright Flyer,REG91737,CN429,42,67,15,Crash during takeoff.,Snow,18,0,Antonov An-225,13,Yes,High
02-11-1982,11:54:49,New York,Rescue Ops,F5040,International,F-16 Falcon,REG52888,CN464,248,71,4,Bird strike reported.,Storm,32,10,Airbus A380,27,Yes,Low
09-07-1996,23:03:47,London,Cargo Air,F9259,Training,Wright Flyer,REG59284,CN533,6,38,8,Engine failure mid-air.,Rain,19,0,Boeing 737,21,No,Low
27-01-2003,14:49:58,London,Rescue Ops,F7259,International,Airbus A320,REG68214,CN876,161,13,8,Crash during takeoff.,Storm,13,45,Antonov An-225,10,Yes,Medium
17-12-1998,0:07:03,Tokyo,Cargo Air,F8816,Training,Wright Flyer,REG51322,CN951,193,70,0,Crash during takeoff.,Storm,26,5,Cessna 208,20,Yes,High
26-01-1999,18:48:36,New York,Cargo Air,F1915,International,Cessna 172,REG18372,CN169,72,19,3,Mid-air collision.,Rain,16,0,Cessna 208,12,No,Low
08-01-2007,10:48:04,Delhi,Rescue Ops,F9931,Domestic,Airbus A320,REG64572,CN757,203,88,4,Mid-air collision.,Clear,14,15,Airbus A380,4,No,Medium
20-06-1991,1:41:43,Paris,Private - AeroClub,F1859,International,Cessna 172,REG15556,CN143,113,97,7,Engine failure mid-air.,Rain,33,10,Cessna 208,13,No,Low
11-10-2015,9:31:01,Sydney,Rescue Ops,F2113,Domestic,Wright Flyer,REG87289,CN136,107,29,18,Crash during takeoff.,Clear,23,45,Boeing 737,19,No,Medium
19-08-2005,6:09:34,New York,Cargo Air,F5610,Training,Airbus A320,REG59060,CN623,199,20,6,Mid-air collision.,Storm,22,5,Cessna 208,29,No,Critical
09-09-1980,20:18:28,New York,Rescue Ops,F9385,Cargo,Wright Flyer,REG34226,CN215,22,49,3,Engine failure mid-air.,Rain,37,45,Cessna 208,27,Yes,High
20-05-2002,14:03:41,Sydney,Military - U.S. Army,F5134,International,Airbus A320,REG13121,CN417,7,27,5,Bird strike reported.,Rain,32,45,Antonov An-225,24,No,Critical
21-01-2005,19:48:10,Delhi,Rescue Ops,F5675,International,F-16 Falcon,REG90788,CN209,1,3,19,Crash during landing.,Clear,18,0,Cessna 208,15,No,Medium
22-09-1978,1:23:13,Sydney,Military - U.S. Army,F7933,Training,F-16 Falcon,REG46697,CN527,12,38,1,Crash during landing.,Storm,10,10,Antonov An-225,30,Yes,Low
22-09-1972,15:11:00,New York,Private - AeroClub,F4847,Cargo,Airbus A320,REG83065,CN379,139,2,18,Crash during takeoff.,Clear,10,5,Boeing 737,13,No,Low
02-05-1973,15:27:53,Delhi,Rescue Ops,F3867,Domestic,Airbus A320,REG15771,CN772,33,98,8,Bird strike reported.,Fog,13,60,Cessna 208,1,No,Medium
25-01-1991,22:28:51,New York,Private - AeroClub,F8132,Cargo,Wright Flyer,REG16198,CN393,187,11,19,Bird strike reported.,Fog,31,30,Airbus A380,12,No,Medium
10-10-1998,23:40:22,Delhi,Military - U.S. Army,F7582,Training,Cessna 172,REG55539,CN885,150,18,15,Mid-air collision.,Fog,24,15,Boeing 737,20,No,Medium
10-11-1999,11:41:29,Delhi,Cargo Air,F3691,Domestic,Boeing 747,REG76368,CN980,75,76,10,Mid-air collision.,Rain,37,5,Airbus A380,27,No,Low
04-08-2007,3:32:34,New York,Cargo Air,F2700,Domestic,Boeing 747,REG82148,CN780,85,94,7,Bird strike reported.,Fog,8,10,Cessna 208,18,No,Critical
27-08-1989,18:22:47,Delhi,Private - AeroClub,F4699,Cargo,Wright Flyer,REG34684,CN833,1,64,3,Crash during takeoff.,Rain,5,45,Cessna 208,8,No,High
09-10-1988,17:40:06,London,Private - AeroClub,F1265,Domestic,Boeing 747,REG25869,CN312,96,99,2,Crash during landing.,Storm,29,0,Antonov An-225,12,No,Low
11-08-2023,9:21:24,Tokyo,Military - U.S. Army,F5977,Cargo,Airbus A320,REG87291,CN589,22,86,15,Crash during landing.,Fog,21,10,Boeing 737,9,No,Critical
11-05-2018,3:27:44,Paris,Cargo Air,F6751,Cargo,F-16 Falcon,REG59803,CN139,250,97,2,Crash during takeoff.,Storm,35,0,Boeing 737,8,Yes,Critical
29-01-2004,23:21:15,Paris,Rescue Ops,F1562,Training,Boeing 747,REG82433,CN895,232,27,19,Crash during takeoff.,Clear,1,45,Airbus A380,19,Yes,Critical
14-03-1976,16:11:29,Tokyo,Cargo Air,F7359,Domestic,Boeing 747,REG86763,CN220,265,62,5,Crash during takeoff.,Storm,11,0,Cessna 208,20,No,Critical
03-11-1979,21:09:53,New York,Military - U.S. Army,F8899,Cargo,Wright Flyer,REG10746,CN496,91,98,12,Crash during landing.,Storm,12,5,Cessna 208,28,No,Medium
22-11-2009,22:58:07,New York,Military - U.S. Army,F3280,International,Airbus A320,REG83763,CN124,225,63,11,Crash during takeoff.,Clear,34,45,Cessna 208,21,Yes,Critical
29-06-2012,1:17:27,Paris,Rescue Ops,F2096,Domestic,F-16 Falcon,REG44442,CN998,184,60,12,Mid-air collision.,Rain,9,0,Boeing 737,6,Yes,Medium
19-08-1987,14:42:34,Tokyo,Cargo Air,F5309,Cargo,F-16 Falcon,REG96017,CN289,299,52,3,Mid-air collision.,Clear,15,5,Airbus A380,10,Yes,Critical
02-01-1971,11:03:32,New York,Private - AeroClub,F9594,Training,Airbus A320,REG79536,CN109,156,17,10,Engine failure mid-air.,Fog,14,5,Antonov An-225,16,No,Medium
20-11-1978,5:24:35,Sydney,Cargo Air,F2161,International,Wright Flyer,REG76829,CN248,35,61,16,Crash during landing.,Snow,11,5,Antonov An-225,27,No,Medium
19-07-1993,13:03:48,Delhi,Private - AeroClub,F6250,Cargo,F-16 Falcon,REG35245,CN787,192,50,14,Mid-air collision.,Rain,9,15,Antonov An-225,21,Yes,Medium
27-09-2023,16:18:31,New York,Rescue Ops,F1506,Cargo,F-16 Falcon,REG83621,CN186,75,98,20,Crash during landing.,Storm,18,15,Cessna 208,15,No,High
09-01-2018,19:20:58,Tokyo,Rescue Ops,F9379,Cargo,Cessna 172,REG87274,CN811,287,87,19,Mid-air collision.,Snow,9,15,Cessna 208,3,No,High
17-10-2017,16:39:40,New York,Commercial - AirFly,F5394,Training,Boeing 747,REG87913,CN625,117,40,10,Engine failure mid-air.,Snow,13,10,Cessna 208,7,No,Critical
27-12-1994,8:38:27,Sydney,Military - U.S. Army,F3281,Training,Wright Flyer,REG99912,CN470,278,70,10,Engine failure mid-air.,Fog,38,30,Airbus A380,4,No,Medium
16-06-1988,19:50:40,Tokyo,Military - U.S. Army,F9142,Training,Wright Flyer,REG61331,CN595,139,72,14,Mid-air collision.,Storm,10,10,Boeing 737,9,Yes,Critical
28-05-2019,12:00:04,London,Commercial - AirFly,F9110,Cargo,Airbus A320,REG86491,CN940,142,65,18,Crash during takeoff.,Rain,18,0,Antonov An-225,21,No,Low
26-09-2012,13:24:20,New York,Military - U.S. Army,F3967,Domestic,Boeing 747,REG17143,CN142,36,35,3,Mid-air collision.,Snow,18,5,Boeing 737,30,No,Medium
01-08-1973,21:36:03,New York,Private - AeroClub,F6531,Training,Boeing 747,REG66335,CN346,119,28,19,Mid-air collision.,Snow,18,30,Cessna 208,27,Yes,Medium
23-01-1972,17:37:20,London,Military - U.S. Army,F7279,International,Airbus A320,REG90779,CN117,83,11,18,Mid-air collision.,Storm,32,0,Boeing 737,8,No,Medium
18-09-1991,14:39:10,London,Military - U.S. Army,F5578,Domestic,F-16 Falcon,REG41296,CN787,158,55,18,Mid-air collision.,Fog,29,5,Airbus A380,4,Yes,Critical
05-11-2009,14:09:47,Delhi,Cargo Air,F7228,Domestic,Airbus A320,REG45615,CN310,252,55,16,Bird strike reported.,Storm,2,15,Antonov An-225,27,No,Medium
18-06-2003,4:45:04,Paris,Rescue Ops,F3758,Cargo,Wright Flyer,REG38564,CN421,181,51,8,Engine failure mid-air.,Storm,15,15,Antonov An-225,1,Yes,Low
29-07-2010,22:51:01,Delhi,Cargo Air,F6655,Training,Cessna 172,REG12686,CN602,224,92,14,Crash during takeoff.,Clear,28,10,Cessna 208,8,No,High
25-04-1993,15:10:10,London,Cargo Air,F9473,International,F-16 Falcon,REG59996,CN473,25,97,7,Crash during landing.,Rain,6,30,Boeing 737,9,Yes,High
26-08-2010,4:18:09,Delhi,Commercial - AirFly,F4047,International,Cessna 172,REG50841,CN270,267,8,7,Crash during landing.,Snow,4,30,Airbus A380,10,No,Critical
24-01-1985,7:01:51,London,Cargo Air,F2262,Domestic,F-16 Falcon,REG45264,CN936,92,68,3,Crash during takeoff.,Snow,24,45,Airbus A380,5,Yes,Medium
14-10-1970,10:54:10,Tokyo,Cargo Air,F1339,Domestic,Cessna 172,REG27688,CN271,25,60,4,Engine failure mid-air.,Rain,39,60,Cessna 208,19,No,Critical
20-01-1992,14:11:45,New York,Military - U.S. Army,F3655,Domestic,F-16 Falcon,REG59469,CN239,1,36,14,Mid-air collision.,Fog,26,30,Antonov An-225,29,No,High
22-10-2021,22:53:47,Delhi,Commercial - AirFly,F9576,Cargo,Wright Flyer,REG75949,CN978,256,16,1,Engine failure mid-air.,,39,10,Cessna 208,4,No,Critical
23-09-2003,9:23:01,Tokyo,Rescue Ops,F4255,Domestic,Wright Flyer,REG67086,CN893,76,57,18,Engine failure mid-air.,Storm,26,5,Airbus A380,1,Yes,Critical
09-09-1992,15:25:29,Sydney,Rescue Ops,F7087,International,Cessna 172,REG27093,CN525,27,31,4,Crash during landing.,Storm,24,0,Cessna 208,15,No,Critical
03-01-1977,19:18:22,Paris,Cargo Air,F8816,Domestic,Cessna 172,REG18880,CN460,170,24,9,Mid-air collision.,Rain,1,0,Airbus A380,24,No,Low
19-03-1972,16:13:40,Paris,Commercial - AirFly,F1395,Cargo,Cessna 172,REG53783,CN917,236,44,19,Bird strike reported.,Storm,24,0,Boeing 737,29,No,Critical
18-11-2008,16:02:42,Paris,Cargo Air,F9289,Domestic,Wright Flyer,REG59535,CN438,226,93,20,Bird strike reported.,Rain,10,60,Airbus A380,3,No,High
20-05-2005,7:02:02,Tokyo,Private - AeroClub,F3178,International,Cessna 172,REG84618,CN298,214,19,13,Mid-air collision.,Snow,17,5,Boeing 737,3,Yes,Low
27-10-1993,23:30:50,New York,Military - U.S. Army,F8672,International,Cessna 172,REG24973,CN181,236,43,19,Bird strike reported.,Fog,17,30,Cessna 208,21,No,Medium
29-11-2022,16:43:17,Paris,Military - U.S. Army,F4706,Domestic,Cessna 172,REG73359,CN378,169,65,9,Crash during takeoff.,Fog,4,30,Cessna 208,26,No,Low
11-04-1983,17:14:54,London,Military - U.S. Army,F8607,International,F-16 Falcon,REG81068,CN617,186,52,12,Crash during takeoff.,Snow,22,10,Boeing 737,8,Yes,Critical
14-12-1975,10:59:56,New York,Rescue Ops,F7650,Cargo,Wright Flyer,REG64293,CN584,16,42,11,Crash during landing.,Storm,16,15,Antonov An-225,30,No,Medium
13-05-2006,13:54:15,Tokyo,Military - U.S. Army,F3701,Training,Wright Flyer,REG88378,CN434,193,10,3,Crash during landing.,Clear,1,5,Antonov An-225,16,Yes,Medium
10-08-1974,0:30:11,New York,Military - U.S. Army,F5774,Training,Boeing 747,REG97301,CN685,45,5,5,Bird strike reported.,Storm,7,0,Boeing 737,2,Yes,Medium
31-03-1985,12:52:31,New York,Commercial - AirFly,F5774,Domestic,Airbus A320,REG47282,CN241,34,59,19,Bird strike reported.,Rain,33,0,Antonov An-225,20,Yes,High
15-11-1972,12:54:21,Sydney,Military - U.S. Army,F8744,Cargo,Boeing 747,REG76699,CN413,151,83,12,Crash during takeoff.,Rain,20,45,Cessna 208,7,Yes,Critical
06-05-1983,22:09:02,New York,Private - AeroClub,F2928,International,F-16 Falcon,REG68840,CN229,77,92,2,Bird strike reported.,Storm,21,30,Airbus A380,23,No,Critical
09-10-2006,3:59:41,Sydney,Cargo Air,F5956,International,Cessna 172,REG96007,CN134,187,20,12,Engine failure mid-air.,Storm,5,0,Boeing 737,27,No,Critical
27-09-1986,15:29:42,Delhi,Commercial - AirFly,F8366,International,Boeing 747,REG65358,CN774,162,96,18,Engine failure mid-air.,Clear,11,10,Antonov An-225,3,No,High
18-04-1983,1:56:08,London,Cargo Air,F9115,Training,Wright Flyer,REG33660,CN527,20,98,0,Bird strike reported.,Storm,40,10,Cessna 208,1,Yes,Critical
15-12-2014,6:13:09,Tokyo,Cargo Air,F5480,Cargo,Airbus A320,REG87396,CN727,101,55,1,Crash during takeoff.,Snow,36,10,Antonov An-225,2,No,High
11-08-1971,13:37:40,New York,Rescue Ops,F7836,Cargo,Airbus A320,REG84959,CN336,162,75,7,Crash during takeoff.,Storm,20,45,Boeing 737,27,Yes,High
03-06-2005,8:00:33,London,Private - AeroClub,F4633,Cargo,Wright Flyer,REG62032,CN102,221,6,2,Bird strike reported.,Snow,35,15,Boeing 737,17,No,Low
22-07-2014,18:13:34,Sydney,Cargo Air,F5711,Domestic,Wright Flyer,REG60990,CN674,169,22,17,Engine failure mid-air.,Clear,28,0,Cessna 208,21,Yes,Critical
09-11-1971,3:08:59,Sydney,Commercial - AirFly,F3769,Training,Boeing 747,REG64470,CN265,219,26,5,Bird strike reported.,Clear,19,10,Boeing 737,3,Yes,Low
20-04-1970,7:04:49,Tokyo,Military - U.S. Army,F2857,Cargo,Boeing 747,REG25917,CN612,274,59,16,Crash during landing.,Fog,40,10,Boeing 737,12,Yes,High
29-10-1985,12:51:12,Paris,Commercial - AirFly,F1298,Domestic,F-16 Falcon,REG31271,CN249,176,20,16,Mid-air collision.,Rain,31,60,Cessna 208,1,No,Critical
16-10-2008,3:51:32,Delhi,Military - U.S. Army,F3744,International,Airbus A320,REG93556,CN595,35,95,7,Crash during takeoff.,Snow,30,15,Cessna 208,21,No,Medium
07-10-1973,1:28:12,New York,Cargo Air,F6823,Domestic,Boeing 747,REG95028,CN446,213,95,0,Bird strike reported.,Fog,6,5,Boeing 737,20,Yes,Medium
22-06-2012,15:35:35,Sydney,Commercial - AirFly,F2962,Domestic,Boeing 747,REG42248,CN419,275,54,9,Crash during landing.,Clear,4,10,Airbus A380,23,No,Critical
24-09-1983,8:21:54,Delhi,Private - AeroClub,F9699,Training,F-16 Falcon,REG75311,CN415,154,52,0,Crash during landing.,Storm,21,5,Boeing 737,28,Yes,Low
11-07-2002,3:06:16,Tokyo,Commercial - AirFly,F3027,International,Airbus A320,REG37827,CN696,41,29,1,Bird strike reported.,Storm,36,60,Boeing 737,26,No,High
05-01-1979,12:48:59,New York,Commercial - AirFly,F7884,Domestic,Boeing 747,REG45264,CN858,27,17,2,Crash during landing.,Snow,1,0,Antonov An-225,2,No,High
04-06-2006,17:06:16,London,Cargo Air,F5056,Domestic,Boeing 747,REG32069,CN289,292,89,3,Crash during landing.,Fog,14,45,Airbus A380,6,Yes,Critical
23-06-1970,21:33:56,Tokyo,Cargo Air,F4072,Cargo,Airbus A320,REG41183,CN160,221,27,19,Crash during takeoff.,Rain,34,10,Cessna 208,5,No,Critical
19-11-2021,9:17:15,Paris,Private - AeroClub,F7884,Training,Airbus A320,REG75231,CN101,59,51,18,Engine failure mid-air.,Storm,9,30,Airbus A380,27,Yes,Medium
19-11-1981,22:02:14,London,Private - AeroClub,F2182,Cargo,Wright Flyer,REG38591,CN383,58,73,0,Engine failure mid-air.,Clear,1,15,Boeing 737,11,Yes,Critical
15-12-1982,4:46:41,New York,Commercial - AirFly,F6326,Cargo,Cessna 172,REG96444,CN631,141,56,6,Engine failure mid-air.,Rain,25,10,Airbus A380,28,Yes,Critical
11-11-2013,8:27:03,Tokyo,Private - AeroClub,F8099,Cargo,Wright Flyer,REG18048,CN900,31,95,14,Mid-air collision.,Storm,14,15,Boeing 737,29,No,Medium
06-06-1995,8:11:27,New York,Rescue Ops,F9676,Domestic,Airbus A320,REG69562,CN456,156,82,7,Crash during takeoff.,Rain,18,60,Antonov An-225,13,No,Medium
04-02-2013,7:28:57,London,Private - AeroClub,F4840,Cargo,Cessna 172,REG38688,CN664,261,82,4,Crash during landing.,Storm,24,30,Cessna 208,23,Yes,High
03-05-2016,9:47:25,New York,Private - AeroClub,F2755,International,Boeing 747,REG43043,CN929,126,96,17,Mid-air collision.,Snow,34,5,Antonov An-225,17,Yes,Medium
04-10-1971,10:49:44,Paris,Rescue Ops,F6591,Domestic,Cessna 172,REG35351,CN291,56,93,9,Crash during takeoff.,Storm,18,30,Airbus A380,21,No,High
15-08-1978,12:30:39,London,Military - U.S. Army,F6320,Domestic,Boeing 747,REG56777,CN582,124,68,10,Crash during takeoff.,Rain,28,30,Boeing 737,23,Yes,Low
14-09-2020,4:14:26,New York,Military - U.S. Army,F8652,Cargo,Airbus A320,REG19516,CN205,281,56,4,Engine failure mid-air.,Rain,14,10,Boeing 737,2,No,Low
16-09-2022,13:07:17,Sydney,Cargo Air,F8370,International,F-16 Falcon,REG54671,CN342,61,11,8,Mid-air collision.,Snow,16,0,Antonov An-225,23,No,Medium
28-07-1970,15:52:13,Delhi,Commercial - AirFly,F2639,Domestic,Airbus A320,REG86399,CN334,295,35,0,Crash during takeoff.,Storm,23,60,Antonov An-225,18,Yes,Low
01-10-1978,20:36:01,Sydney,Commercial - AirFly,F4154,International,Wright Flyer,REG40699,CN855,24,93,5,Engine failure mid-air.,Rain,13,5,Cessna 208,15,Yes,Critical
30-03-1990,19:08:02,New York,Military - U.S. Army,F7007,Training,Cessna 172,REG30175,CN804,33,20,15,Crash during takeoff.,Clear,11,10,Boeing 737,18,Yes,Critical
27-09-1979,2:48:10,London,Private - AeroClub,F3518,Cargo,F-16 Falcon,REG66966,CN334,86,34,16,Mid-air collision.,Snow,38,,Cessna 208,29,No,Medium
26-04-2023,17:42:36,London,Rescue Ops,F7961,International,Airbus A320,REG68336,CN385,162,33,19,Engine failure mid-air.,Clear,13,15,Cessna 208,13,No,Low
